Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
41,7,3,4,1,6,1,2,-9,1,8,11,5,3,1,1,1,-1,1,1,3,-9,-1,50,30,15,70,50,70,85,70,30,60,50,15,100,50,50,100,0,999,0,-1
42,7,4,-1,1,5,1,1,25,6,11,-1,1,-1,1,1,1,-1,1,1,1,9,-1,50,40,30,60,50,40,60,60,50,60,50,50,85,50,60,85,50,60,40,2
43,7,1,1,1,1,1,2,46,6,13,-1,5,3,2,1,1,-1,1,1,2,19,-1,100,85,100,50,100,60,85,50,100,30,70,100,85,100,40,85,100,100,100,1
44,7,1,2,2,6,1,4,59,6,11,-1,1,2,1,1,1,-1,1,1,2,14,-1,100,50,0,85,85,100,100,50,50,100,85,0,100,100,0,100,50,100,0,2
45,7,3,5,1,4,2,7,39,1,12,10,7,1,1,1,1,-1,1,1,3,14,-1,20,10,5,60,80,5,60,75,90,5,80,80,80,80,50,90,80,90,2,2
46,7,3,-1,1,3,1,2,52,1,13,13,1,3,1,1,1,-1,1,1,2,26,-1,15,85,70,60,70,70,40,70,70,70,70,70,70,70,0,60,70,70,70,1
47,7,3,-1,2,6,1,4,29,2,13,13,1,-1,5,3,4,7,1,1,1,13,-1,85,70,50,100,100,85,85,85,85,60,50,50,100,70,50,85,85,70,50,-1
48,4,3,1,1,4,1,2,46,4,11,-1,1,-1,1,1,1,-1,1,1,2,17,-1,30,40,40,85,85,30,40,60,30,15,50,50,100,50,70,100,40,70,15,2
49,5,4,-1,1,2,2,8,45,4,95,13,1,3,6,1,1,-1,2,1,1,24,-1,15,50,70,70,60,15,30,60,999,40,30,999,30,50,30,30,50,70,50,-1
50,5,3,1,2,99,1,2,64,1,8,7,1,-1,2,1,1,-1,2,2,3,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
51,0,-1,-1,2,4,1,2,43,4,11,-1,1,-1,1,1,1,-1,1,1,2,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
52,7,2,-1,1,2,1,4,61,4,14,-1,1,-1,1,1,1,-1,1,1,3,22,-1,60,50,75,75,50,60,50,60,50,40,50,40,60,50,60,85,50,80,30,1
53,7,2,-1,1,5,2,5,30,4,12,-1,1,-1,1,1,1,-1,1,1,2,14,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
54,7,2,-1,1,6,1,4,55,1,11,12,1,-1,1,1,1,-1,1,1,2,26,-1,60,70,40,60,85,60,70,70,70,50,40,70,85,70,70,100,70,85,15,2
55,7,3,-1,1,2,2,8,35,1,16,16,1,-1,1,1,1,-1,1,1,2,27,-1,15,85,70,50,85,50,30,60,50,15,50,50,50,50,15,50,50,85,50,1
56,2,3,-1,2,3,2,1,24,6,12,14,1,-1,1,1,1,-1,1,1,1,14,-1,999,60,70,50,85,50,70,0,100,50,85,70,70,70,50,85,100,70,40,-1
57,7,5,-1,1,99,2,4,85,3,2,-1,1,3,5,3,1,-1,2,2,4,6,-1,85,100,60,0,0,70,15,60,40,100,100,50,85,30,85,40,50,15,50,1
58,7,5,1,1,4,1,4,61,4,13,-1,6,-1,5,1,2,-1,1,1,2,1,-1,998,50,50,30,85,40,50,50,50,30,40,998,40,998,40,40,998,70,998,1
59,7,3,1,1,2,1,1,52,6,13,-1,1,2,1,1,1,-1,1,1,2,19,-1,70,85,70,70,85,40,60,50,50,50,50,70,70,50,30,85,70,70,70,1
60,1,4,-1,1,99,2,8,56,5,9,-1,2,-1,1,1,1,-1,2,2,1,14,-1,50,50,50,30,60,50,60,20,50,20,50,20,50,50,999,70,50,60,50,-1
61,7,2,-1,1,2,1,2,68,3,10,-1,5,3,2,1,1,-1,1,1,3,-9,-1,85,998,85,85,100,70,70,70,85,50,70,85,100,85,40,85,85,85,85,1
62,7,1,-1,1,99,1,2,76,4,10,-1,6,-1,2,1,1,-1,1,-1,1,7,-1,50,50,50,85,85,85,50,70,50,85,70,50,100,70,50,85,50,70,75,1
63,0,-1,-1,1,4,1,4,31,6,13,-1,1,-1,1,1,1,-1,1,1,2,17,2,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,100,50,60,50,2
64,3,4,-1,1,4,1,7,19,1,13,14,7,-1,1,1,1,-1,1,1,2,27,2,50,60,50,50,60,50,70,50,50,40,50,100,100,100,50,100,30,85,60,2
65,3,4,-1,2,99,1,2,47,5,9,-1,1,-1,1,1,1,-1,1,1,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
66,3,3,-1,1,4,2,7,68,1,11,13,1,2,1,1,1,-1,1,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
67,7,2,1,1,2,1,1,57,1,14,14,1,3,1,1,1,-1,1,1,2,27,-1,15,85,85,70,85,50,40,70,100,40,40,85,70,85,40,85,100,85,85,-1
68,2,5,-1,1,5,1,1,27,6,9,10,1,2,1,1,1,-1,2,1,2,11,-1,70,50,50,70,60,70,50,50,50,40,50,50,85,50,30,100,50,85,60,-1
69,2,3,-1,1,5,2,8,32,4,9,-1,1,-1,1,1,1,-1,2,1,1,3,-1,60,85,50,40,85,30,85,70,70,60,50,50,60,40,50,100,40,100,30,-1
70,4,3,-1,1,2,2,7,45,6,12,-1,1,1,1,1,1,-1,1,1,1,13,-1,30,85,80,70,100,40,60,85,80,40,50,80,60,100,30,60,85,100,85,-1
71,2,3,1,1,99,2,5,50,4,7,-1,2,2,5,3,4,4,1,1,1,8,-1,50,50,50,50,50,50,50,50,50,15,50,40,50,50,50,40,50,50,50,1
72,7,3,-1,1,2,1,2,68,3,14,-1,5,3,2,1,1,-1,1,1,2,18,-1,50,60,70,50,85,15,60,85,0,60,50,50,70,50,0,85,0,100,60,1
73,7,2,1,1,-8,1,1,60,1,10,10,1,2,6,1,1,-1,1,1,2,20,-1,30,70,40,70,85,60,30,70,50,15,70,50,70,70,0,85,999,85,30,1
74,5,3,4,1,2,2,8,36,4,13,-1,1,2,5,3,1,-1,1,1,1,3,-1,30,100,100,70,100,30,30,40,100,50,50,100,50,100,60,85,100,100,100,1
75,5,3,-1,1,99,2,4,27,6,7,6,7,1,5,3,1,-1,1,1,1,4,1,50,85,85,85,85,70,85,70,85,60,85,85,85,85,50,85,85,85,85,1
76,6,3,2,1,4,1,4,-8,1,9,9,1,-1,3,3,4,4,1,1,2,12,-1,85,70,70,60,85,70,85,70,50,70,70,50,100,30,60,85,50,50,50,-1
77,7,1,-1,1,4,1,2,46,1,10,11,1,-1,1,1,1,-1,1,1,3,23,-1,70,30,30,50,50,15,85,40,70,70,50,50,100,50,50,100,70,50,85,2
78,7,3,-1,2,3,1,4,35,1,10,13,1,-1,1,1,1,-1,1,1,1,15,-1,15,85,60,60,100,30,85,70,85,60,50,85,70,85,15,85,100,70,70,1
79,7,4,-1,2,4,1,8,44,1,9,9,1,-1,1,1,1,-1,1,1,4,9,-1,50,40,50,50,50,40,50,50,50,50,50,50,60,50,50,70,50,50,50,-1
80,7,4,1,1,99,1,1,78,3,9,9,5,-1,2,1,1,-1,2,1,1,4,-1,50,30,0,70,998,40,999,85,70,85,30,70,998,998,999,100,70,85,85,1
81,7,1,4,1,6,1,2,83,1,13,13,5,-1,1,1,1,-1,1,2,3,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
82,5,2,-9,1,4,1,-2,65,5,12,-1,1,-1,5,3,4,2,1,2,3,1,-1,70,80,999,80,90,50,85,70,60,70,50,30,90,80,999,70,80,90,999,1
83,7,1,-1,1,4,1,2,55,1,9,5,6,2,1,1,1,-1,1,2,2,11,-1,60,40,60,70,70,30,60,70,30,50,40,70,70,70,50,50,15,70,60,1
84,7,1,1,1,99,1,4,69,6,13,-1,5,-1,5,3,4,2,2,1,1,12,-1,30,80,998,100,60,60,60,70,100,30,100,30,50,100,999,30,100,100,100,1
85,7,2,1,1,4,2,4,55,4,13,-1,1,-1,2,1,1,-1,1,1,1,26,-1,15,60,60,60,70,60,30,40,85,30,60,70,60,70,40,60,70,85,85,1
86,5,4,-1,1,3,2,5,31,6,13,13,1,-1,1,1,1,-1,1,1,1,3,-1,30,70,60,50,50,40,40,50,70,40,50,50,50,50,50,60,60,70,50,-1
87,5,3,-1,1,2,1,1,68,1,14,13,5,3,1,1,1,-1,1,1,2,12,-1,50,60,70,30,70,30,50,60,85,15,50,60,100,85,40,85,85,85,70,1
88,7,2,2,1,4,1,4,42,1,16,14,1,3,1,1,1,-1,1,1,2,25,-1,70,40,60,70,85,40,60,70,85,40,70,70,85,85,70,70,85,70,40,2
89,7,2,2,1,6,1,5,82,3,9,-1,7,-1,1,1,1,-1,2,2,3,15,-1,70,60,40,50,50,85,70,85,50,50,100,50,100,100,70,70,50,60,30,2
90,4,3,-1,1,7,1,1,53,2,10,13,7,3,1,1,1,-1,1,1,1,24,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
91,7,1,2,1,6,1,4,65,4,13,9,5,3,1,1,1,-1,1,1,2,16,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
92,4,4,-1,1,2,1,5,42,1,12,13,1,-1,2,3,1,-1,1,1,2,1,-1,85,50,85,50,85,50,0,50,50,40,50,50,100,50,50,50,50,50,100,-1
93,4,4,-1,1,4,1,8,48,1,9,5,2,3,5,3,4,3,1,1,2,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
94,5,1,1,2,2,1,5,30,1,10,10,1,-1,1,1,1,-1,1,1,1,24,-1,100,50,100,50,50,50,40,50,85,50,85,50,100,50,15,100,50,100,50,1
95,7,3,2,1,5,1,2,23,2,13,13,8,1,6,1,1,-1,1,1,2,15,-1,50,40,40,60,50,30,50,40,50,50,50,50,85,50,50,70,50,50,40,2
96,4,3,-1,1,5,1,5,51,1,9,11,1,-1,1,1,1,-1,1,1,3,22,-1,50,50,60,30,70,40,60,60,50,40,50,50,70,60,50,70,40,70,50,1
97,5,4,-1,1,99,1,8,31,6,9,13,1,-1,1,1,1,-1,1,1,4,24,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
98,3,4,1,1,4,1,4,68,1,4,9,1,2,5,3,4,4,1,1,4,6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
99,7,4,-1,1,4,-8,1,66,4,14,-1,5,2,1,1,1,-1,1,1,3,14,-1,50,40,55,60,60,50,50,60,50,0,40,50,85,50,40,85,50,70,40,-1
100,2,4,-1,1,5,1,5,29,1,12,13,7,-1,1,1,1,-1,1,-1,2,24,-1,85,40,40,70,70,40,85,70,60,60,70,85,100,85,50,100,50,70,40,2
101,7,3,-1,1,2,2,8,36,1,13,9,1,-1,1,1,1,-1,1,1,2,26,-1,30,70,70,60,60,40,30,60,70,40,40,60,50,70,15,60,70,70,40,1
102,7,1,1,1,3,1,5,47,1,13,10,1,2,1,1,1,-1,1,1,2,24,-1,30,60,70,50,50,40,15,70,50,30,50,40,50,50,30,60,50,50,40,1
103,5,3,-1,1,5,1,2,61,1,9,9,1,3,1,1,1,-1,1,2,2,22,-1,85,70,70,60,60,60,70,70,60,60,60,70,85,60,50,85,50,70,60,1
104,7,2,1,1,2,2,6,26,6,13,9,1,3,1,1,1,-1,1,1,1,12,-1,35,95,90,50,100,15,40,60,100,65,50,100,50,80,0,95,100,100,95,1
105,7,3,-1,1,99,1,2,88,1,8,8,5,3,1,1,1,-1,2,-1,3,-9,-1,0,15,0,0,50,30,30,998,0,30,60,0,50,100,15,80,0,50,15,-1
106,1,3,1,1,1,1,4,83,3,3,-1,4,-1,6,2,1,-1,2,-1,1,1,-1,50,50,50,50,70,85,50,100,50,40,100,50,50,50,85,55,999,50,85,2
107,7,3,4,1,3,2,4,51,1,13,14,1,-1,1,1,1,-1,1,1,2,27,-1,40,60,70,50,60,50,60,60,60,40,40,50,60,60,30,50,60,70,50,3
108,5,4,-1,1,5,2,4,36,6,9,13,1,2,1,1,1,-1,1,1,1,17,-1,40,85,70,85,85,70,60,70,85,50,70,70,70,85,40,85,85,85,85,1
109,7,4,4,1,4,2,5,68,4,11,-1,5,-1,1,1,1,-1,1,1,2,7,-1,40,100,60,50,70,0,40,50,50,999,50,60,40,60,50,50,50,50,100,1
110,3,4,-1,2,4,1,7,23,6,9,-1,6,-1,5,3,1,-1,1,-1,4,5,-1,70,30,30,60,60,50,60,70,15,60,50,50,100,50,40,100,15,50,70,-1
111,1,4,-1,1,99,2,5,34,2,10,6,1,-1,1,1,1,-1,1,1,1,15,-1,50,15,50,50,50,50,50,70,50,40,50,15,50,50,50,100,50,50,0,-1
112,7,2,-1,1,4,1,2,58,1,10,10,4,3,1,1,1,-1,1,1,2,25,-1,70,60,70,60,70,60,60,60,50,40,60,60,85,85,70,70,50,85,50,2
113,7,2,4,1,5,1,1,69,4,13,-1,5,-1,6,1,1,-1,1,1,4,14,-1,40,50,30,30,60,40,60,60,50,30,50,40,85,50,15,60,50,70,30,2
114,0,-1,-1,1,99,1,8,19,6,10,-1,8,-1,5,1,1,-1,1,1,4,24,-1,50,50,50,50,60,50,50,50,50,50,50,50,60,50,50,50,50,60,50,-1
115,3,4,1,2,99,2,7,30,6,9,-1,4,-1,5,3,1,-1,1,1,1,12,-1,60,50,70,85,70,60,50,40,50,40,60,60,60,85,50,40,70,100,70,1
116,7,2,1,1,4,1,1,75,6,9,9,5,1,1,1,1,-1,1,2,3,11,-1,50,100,40,70,100,0,60,70,100,30,50,0,100,85,15,100,50,70,0,2
117,7,3,4,1,4,2,5,50,1,9,11,1,-1,1,2,1,-1,1,1,2,22,-1,50,85,15,40,85,50,60,40,85,60,60,15,100,85,70,100,50,100,0,2
118,7,2,1,1,99,1,4,54,4,13,11,1,-1,5,1,1,-1,1,1,2,17,-1,50,85,70,100,100,70,60,85,85,70,85,85,85,85,50,100,70,100,85,1
119,5,3,-1,1,99,1,1,38,1,9,9,1,-1,1,1,1,-1,1,1,3,13,-1,50,50,50,85,100,50,50,50,100,50,30,50,100,50,50,100,100,70,70,-1
120,5,2,2,1,4,1,2,27,6,10,-1,1,-1,1,1,1,-1,1,1,1,14,-1,50,15,0,40,40,15,50,30,50,40,15,0,50,50,50,60,50,70,40,2
121,6,1,1,1,99,1,7,69,3,11,-1,5,1,1,1,1,-1,1,1,3,1,-1,50,40,60,50,40,30,50,40,50,30,50,30,50,50,50,70,50,60,30,2
122,4,1,-1,1,5,1,2,43,1,11,11,1,-1,5,3,4,2,1,1,2,22,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
123,3,4,2,1,4,2,8,33,2,9,9,1,-1,3,1,1,-1,1,1,1,17,-1,40,50,40,50,60,60,40,60,70,40,60,50,50,50,60,85,50,85,50,3
124,6,3,2,1,4,1,5,87,3,11,-1,7,2,1,1,1,-1,1,1,-9,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
125,7,4,-1,1,6,1,6,26,6,9,-1,1,3,1,1,1,-1,1,1,1,13,-1,70,0,0,40,50,70,85,60,0,40,60,0,85,85,70,100,0,60,0,-1
126,7,3,-1,1,3,1,7,34,4,12,-1,1,3,5,1,1,-1,2,1,1,11,-1,70,70,70,60,70,60,70,60,70,60,70,70,70,70,70,85,85,70,60,5
127,7,2,-1,1,2,2,5,33,1,13,13,1,-1,1,1,1,-1,1,1,2,24,-1,30,100,100,70,85,60,40,85,100,40,100,100,100,100,30,85,85,100,100,1
128,2,3,2,1,6,1,5,57,1,10,12,1,-1,1,1,1,-1,1,1,2,1,-1,50,40,50,30,50,50,50,50,50,50,50,50,50,70,50,60,50,60,50,2
129,5,3,4,1,4,1,-2,27,1,11,11,1,-1,1,1,1,-1,1,1,2,23,-1,50,50,50,40,50,50,50,0,60,15,60,50,70,50,50,85,50,50,40,3
130,7,4,2,1,5,1,2,38,1,9,13,1,-1,5,3,1,-1,1,1,1,20,-1,85,0,15,40,70,70,70,85,50,60,70,0,85,85,40,85,50,50,70,2
131,3,4,-1,1,99,1,8,81,3,9,-1,5,2,1,1,1,-1,2,-1,3,1,-1,60,50,50,100,70,60,60,80,60,80,30,0,90,90,998,90,70,998,30,1
132,5,4,2,1,4,1,1,51,1,95,11,1,2,1,1,1,-1,1,1,3,1,-1,999,50,60,40,70,40,40,40,70,40,40,50,70,70,50,60,60,60,50,-1
133,6,2,-1,1,4,1,1,75,3,9,-1,5,3,1,1,1,-1,1,1,2,11,-1,70,60,70,60,60,70,70,60,30,60,998,60,100,85,15,85,15,998,85,1
134,7,1,-1,1,4,1,4,74,3,11,-1,1,-1,1,1,1,-1,1,1,3,13,-1,70,50,0,85,100,100,85,85,70,70,70,15,100,70,85,85,70,100,0,2
135,7,1,4,1,4,2,4,43,1,13,16,1,-1,1,1,1,-1,1,1,2,25,-1,0,60,100,100,85,0,0,100,50,50,0,85,0,100,0,50,70,100,85,1
136,6,3,2,1,4,2,4,58,4,13,13,1,3,1,3,4,3,1,1,1,25,-1,60,70,70,70,100,60,60,85,85,60,40,60,70,60,50,70,70,100,100,1
137,7,2,1,1,1,2,8,36,6,13,-1,4,1,1,1,1,-1,1,1,2,3,-1,10,90,90,65,90,20,30,60,100,50,15,75,50,85,10,50,100,80,75,3
138,7,4,-1,1,99,1,4,23,6,13,-1,8,3,1,1,1,-1,1,1,4,7,-1,60,60,50,50,50,60,60,50,100,50,50,50,70,85,50,70,85,60,70,-1
139,7,1,2,1,7,1,2,88,3,10,-1,7,-1,1,1,1,-1,2,-1,3,3,-1,100,50,50,30,100,70,100,60,50,70,100,30,100,100,85,100,60,70,50,-1
140,6,3,-1,1,5,1,2,57,4,9,-1,1,3,1,1,1,-1,1,1,2,18,-1,100,70,60,85,85,85,85,60,30,60,85,30,100,85,0,100,0,85,0,2
141,7,1,1,1,2,2,8,59,4,14,9,1,2,1,2,4,1,1,1,2,16,-1,15,100,100,50,100,15,50,60,100,50,50,100,60,100,0,70,100,100,85,1
142,7,1,2,1,6,1,4,86,6,14,-1,5,3,1,2,1,-1,1,2,3,5,-1,50,40,40,60,70,70,85,60,30,60,60,50,85,85,60,85,40,85,0,-1
143,5,1,1,1,1,1,4,57,2,9,9,1,-1,5,3,1,-1,1,1,1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
144,6,4,-1,1,99,1,4,84,3,10,-1,5,-1,1,1,1,-1,2,1,4,5,-1,50,50,50,50,70,50,50,60,50,60,50,50,70,70,50,70,50,50,40,2
145,3,4,-1,2,5,1,2,60,4,7,-1,1,-1,5,1,1,-1,2,1,1,5,-1,85,15,85,50,85,70,70,60,0,70,70,30,85,60,50,85,15,70,70,-1
146,7,1,-1,1,2,2,8,45,1,13,10,1,-1,1,1,1,-1,1,1,2,15,-1,30,85,85,85,85,30,998,70,100,15,50,85,70,100,15,998,85,100,70,1
147,1,4,2,1,4,1,-2,30,1,9,13,1,-1,1,1,1,-1,1,1,2,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
